9.63487387e-01, 4.99482127e-03, 4.99999989e-03, 1.10770416e+02
9.81747329e-01, 2.52734986e-03, 4.99999989e-03, 1.07942322e+02
1.00000072e+00, 1.81500027e-07, 4.99999989e-03, 1.93822540e+02
9.81739104e-01, -2.52838992e-03, 4.99999989e-03, 1.07955276e+02
9.63444948e-01, -5.00045624e-03, 4.99999989e-03, 1.10782669e+02
9.45157945e-01, -7.43183307e-03, 4.99999989e-03, 1.15057373e+02
9.26878095e-01, -9.82168783e-03, 4.99999989e-03, 1.18012932e+02
9.08605337e-01, -1.21692605e-02, 4.99999989e-03, 1.20518646e+02
8.90339732e-01, -1.44737624e-02, 4.99999989e-03, 1.22661667e+02
8.72081220e-01, -1.67343989e-02, 4.99999989e-03, 1.24566345e+02
8.53829801e-01, -1.89504195e-02, 4.99999989e-03, 1.26307205e+02
8.35585475e-01, -2.11209953e-02, 4.99999989e-03, 1.27906265e+02
8.17348242e-01, -2.32454315e-02, 4.99999989e-03, 1.29410538e+02
7.99118161e-01, -2.53228582e-02, 4.99999989e-03, 1.30832748e+02
7.80895233e-01, -2.73526087e-02, 4.99999989e-03, 1.32206528e+02
7.62679458e-01, -2.93338355e-02, 4.99999989e-03, 1.33534866e+02
7.44470835e-01, -3.12658027e-02, 4.99999989e-03, 1.34828644e+02
7.26269543e-01, -3.31477895e-02, 4.99999989e-03, 1.36093079e+02
7.08075464e-01, -3.49789299e-02, 4.99999989e-03, 1.37328522e+02
6.89888775e-01, -3.67585942e-02, 4.99999989e-03, 1.38557495e+02
6.71709478e-01, -3.84859107e-02, 4.99999989e-03, 1.39769196e+02
6.53537691e-01, -4.01602201e-02, 4.99999989e-03, 1.40979370e+02
6.35373414e-01, -4.17807363e-02, 4.99999989e-03, 1.42186295e+02
6.17216766e-01, -4.33467217e-02, 4.99999989e-03, 1.43399048e+02
5.99067807e-01, -4.48573902e-02, 4.99999989e-03, 1.44614029e+02
5.80926716e-01, -4.63120714e-02, 4.99999989e-03, 1.45843597e+02
5.62793493e-01, -4.77099828e-02, 4.99999989e-03, 1.47082062e+02
5.44668317e-01, -4.90503982e-02, 4.99999989e-03, 1.48331299e+02
5.26551306e-01, -5.03326282e-02, 4.99999989e-03, 1.49592407e+02
5.08442521e-01, -5.15558943e-02, 4.99999989e-03, 1.50875916e+02
4.90342170e-01, -5.27194925e-02, 4.99999989e-03, 1.52252808e+02
4.72250283e-01, -5.38215674e-02, 4.99999989e-03, 1.53919571e+02
4.54166591e-01, -5.48539832e-02, 4.99999989e-03, 1.55698975e+02
4.36090827e-01, -5.58065064e-02, 4.99999989e-03, 1.57564301e+02
4.18022841e-01, -5.66690266e-02, 4.99999989e-03, 1.59500854e+02
3.99962604e-01, -5.74314408e-02, 4.99999989e-03, 1.61472504e+02
3.81910324e-01, -5.80835827e-02, 4.99999989e-03, 1.63467987e+02
3.63866359e-01, -5.86154461e-02, 4.99999989e-03, 1.65469421e+02
3.45831275e-01, -5.90185001e-02, 4.99999989e-03, 1.67424652e+02
3.27806026e-01, -5.92913553e-02, 4.99999989e-03, 1.69380173e+02
3.09791476e-01, -5.94350211e-02, 4.99999989e-03, 1.71407196e+02
2.91788578e-01, -5.94502129e-02, 4.99999989e-03, 1.73788986e+02
2.73798317e-01, -5.93287461e-02, 4.99999989e-03, 1.76541626e+02
2.55401522e-01, -5.90425245e-02, 4.99999989e-03, 1.79127075e+02
2.38228917e-01, -5.86082935e-02, 4.99999989e-03, 1.81746887e+02
2.22201079e-01, -5.80411404e-02, 4.99999989e-03, 1.84369797e+02
2.07243383e-01, -5.73575124e-02, 4.99999989e-03, 1.86966461e+02
1.93285897e-01, -5.65743744e-02, 4.99999989e-03, 1.89525482e+02
1.80263132e-01, -5.57083599e-02, 4.99999989e-03, 1.92030640e+02
1.68113723e-01, -5.47752827e-02, 4.99999989e-03, 1.94549530e+02
1.56780496e-01, -5.37852272e-02, 4.99999989e-03, 1.97129608e+02
1.46210417e-01, -5.27439192e-02, 4.99999989e-03, 1.99694000e+02
1.36353761e-01, -5.16585484e-02, 4.99999989e-03, 2.02188934e+02
1.27163857e-01, -5.05374372e-02, 4.99999989e-03, 2.04589188e+02
1.18596941e-01, -4.93893363e-02, 4.99999989e-03, 2.06873886e+02
1.10611893e-01, -4.82230037e-02, 4.99999989e-03, 2.09043915e+02
1.03170089e-01, -4.70471531e-02, 4.99999989e-03, 2.11084015e+02
9.62350965e-02, -4.58709225e-02, 4.99999989e-03, 2.13035355e+02
8.97727162e-02, -4.47026119e-02, 4.99999989e-03, 2.14971100e+02
8.37509334e-02, -4.35492955e-02, 4.99999989e-03, 2.16877869e+02
7.81398118e-02, -4.24168929e-02, 4.99999989e-03, 2.18801010e+02
7.29120821e-02, -4.13067676e-02, 4.99999989e-03, 2.20982605e+02
6.80438057e-02, -4.02133428e-02, 4.99999989e-03, 2.23234955e+02
6.35124221e-02, -3.91331203e-02, 4.99999989e-03, 2.25444244e+02
5.92964962e-02, -3.80648747e-02, 4.99999989e-03, 2.27557617e+02
5.53756990e-02, -3.70090567e-02, 4.99999989e-03, 2.29478531e+02
5.17307594e-02, -3.59670743e-02, 4.99999989e-03, 2.31181046e+02
4.83434275e-02, -3.49410512e-02, 4.99999989e-03, 2.32744141e+02
4.51964661e-02, -3.39332744e-02, 4.99999989e-03, 2.34046997e+02
4.22735550e-02, -3.29462923e-02, 4.99999989e-03, 2.35251999e+02
3.95593569e-02, -3.19823921e-02, 4.99999989e-03, 2.36166473e+02
3.70393768e-02, -3.10438257e-02, 4.99999989e-03, 2.36883240e+02
3.47000174e-02, -3.01325098e-02, 4.99999989e-03, 2.37364975e+02
3.25285308e-02, -2.92500444e-02, 4.99999989e-03, 2.37635529e+02
3.05129457e-02, -2.83977762e-02, 4.99999989e-03, 2.37686584e+02
2.86421012e-02, -2.75766626e-02, 4.99999989e-03, 2.37497589e+02
2.69055329e-02, -2.67874468e-02, 4.99999989e-03, 2.36998657e+02
2.52935346e-02, -2.60304883e-02, 4.99999989e-03, 2.35957169e+02
2.37970222e-02, -2.53059771e-02, 4.99999989e-03, 2.34243530e+02
2.24075951e-02, -2.46137735e-02, 4.99999989e-03, 2.31507706e+02
2.11174060e-02, -2.39536278e-02, 4.99999989e-03, 2.27713043e+02
1.99191924e-02, -2.33250726e-02, 4.99999989e-03, 2.23056778e+02
1.88062731e-02, -2.27273852e-02, 4.99999989e-03, 2.18548080e+02
1.77730955e-02, -2.21585780e-02, 4.99999989e-03, 2.14057190e+02
1.68147665e-02, -2.16162950e-02, 4.99999989e-03, 2.08666275e+02
1.59265436e-02, -2.10986957e-02, 4.99999989e-03, 2.01481400e+02
1.51038496e-02, -2.06043515e-02, 4.99999989e-03, 1.91758087e+02
1.43422633e-02, -2.01321710e-02, 4.99999989e-03, 1.80444992e+02
1.36375632e-02, -1.96812768e-02, 4.99999989e-03, 1.70485092e+02
1.29857445e-02, -1.92509163e-02, 4.99999989e-03, 1.63738037e+02
1.23830047e-02, -1.88404545e-02, 4.99999989e-03, 1.59857880e+02
1.18257683e-02, -1.84492916e-02, 4.99999989e-03, 1.58291504e+02
1.13106687e-02, -1.80768650e-02, 4.99999989e-03, 1.58193695e+02
1.08345496e-02, -1.77226271e-02, 4.99999989e-03, 1.58860138e+02
1.03944698e-02, -1.73860230e-02, 4.99999989e-03, 1.59992096e+02
9.98768210e-03, -1.70664974e-02, 4.99999989e-03, 1.61349365e+02
9.61162802e-03, -1.67634897e-02, 4.99999989e-03, 1.62800293e+02
9.26393829e-03, -1.64764225e-02, 4.99999989e-03, 1.64270966e+02
8.94242059e-03, -1.62047073e-02, 4.99999989e-03, 1.65657639e+02
8.64503160e-03, -1.59477647e-02, 4.99999989e-03, 1.67047516e+02
8.36990960e-03, -1.57049838e-02, 4.99999989e-03, 1.68309464e+02
8.11531581e-03, -1.54757760e-02, 4.99999989e-03, 1.69480087e+02
7.87964929e-03, -1.52595500e-02, 4.99999989e-03, 1.70566315e+02
7.66143994e-03, -1.50557170e-02, 4.99999989e-03, 1.71540802e+02
7.45933130e-03, -1.48636969e-02, 4.99999989e-03, 1.72407074e+02
7.27208238e-03, -1.46829160e-02, 4.99999989e-03, 1.73167313e+02
7.09854625e-03, -1.45128146e-02, 4.99999989e-03, 1.73987549e+02
6.93767751e-03, -1.43528404e-02, 4.99999989e-03, 1.75096710e+02
6.77082920e-03, -1.41845625e-02, 4.99999989e-03, 1.76083893e+02
6.60521910e-03, -1.40150664e-02, 4.99999989e-03, 1.77248352e+02
6.44087885e-03, -1.38443392e-02, 4.99999989e-03, 1.78264191e+02
6.27780939e-03, -1.36723975e-02, 4.99999989e-03, 1.79355515e+02
6.11603772e-03, -1.34992339e-02, 4.99999989e-03, 1.80488937e+02
5.95559226e-03, -1.33248409e-02, 4.99999989e-03, 1.81655243e+02
5.79650467e-03, -1.31492084e-02, 4.99999989e-03, 1.82728043e+02
5.63878240e-03, -1.29723484e-02, 4.99999989e-03, 1.83831528e+02
5.48244920e-03, -1.27942599e-02, 4.99999989e-03, 1.84948288e+02
5.32752974e-03, -1.26149403e-02, 4.99999989e-03, 1.86073318e+02
5.17404824e-03, -1.24343876e-02, 4.99999989e-03, 1.87232025e+02
5.02203312e-03, -1.22525990e-02, 4.99999989e-03, 1.88492111e+02
4.87153139e-03, -1.20695559e-02, 4.99999989e-03, 1.89596390e+02
4.72254865e-03, -1.18852742e-02, 4.99999989e-03, 1.90661743e+02
4.57509421e-03, -1.16997669e-02, 4.99999989e-03, 1.91989410e+02
4.42923978e-03, -1.15129994e-02, 4.99999989e-03, 1.93143433e+02
4.28499235e-03, -1.13249877e-02, 4.99999989e-03, 1.94327332e+02
4.14238172e-03, -1.11357318e-02, 4.99999989e-03, 1.95580185e+02
