9.90558207e-01, -2.55110278e-03, 2.80000001e-01, -2.55961132e+00
9.90558207e-01, -2.55110278e-03, 2.89999992e-01, -1.27980244e+00
1.00898385e+00, 1.83130467e-07, 2.89999992e-01, -1.29434752e+00
1.00898385e+00, 1.83130467e-07, 2.80000001e-01, -2.58869576e+00
9.72099721e-01, -5.04537579e-03, 2.80000001e-01, -2.50988412e+00
9.72099721e-01, -5.04537579e-03, 2.89999992e-01, -1.25493741e+00
9.53648448e-01, -7.49859400e-03, 2.80000001e-01, -2.46716547e+00
9.53648448e-01, -7.49859400e-03, 2.89999992e-01, -1.23357725e+00
9.35204387e-01, -9.90991760e-03, 2.80000001e-01, -2.42360735e+00
9.35204387e-01, -9.90991760e-03, 2.89999992e-01, -1.21179771e+00
9.16767478e-01, -1.22785782e-02, 2.80000001e-01, -2.37920666e+00
9.16767478e-01, -1.22785782e-02, 2.89999992e-01, -1.18959749e+00
8.98337781e-01, -1.46037824e-02, 2.80000001e-01, -2.33395433e+00
8.98337781e-01, -1.46037824e-02, 2.89999992e-01, -1.16697145e+00
8.79915237e-01, -1.68847274e-02, 2.80000001e-01, -2.28790641e+00
8.79915237e-01, -1.68847274e-02, 2.89999992e-01, -1.14394796e+00
8.61499846e-01, -1.91206541e-02, 2.80000001e-01, -2.24106264e+00
8.61499846e-01, -1.91206541e-02, 2.89999992e-01, -1.12052643e+00
8.43091667e-01, -2.13107280e-02, 2.80000001e-01, -2.19347334e+00
8.43091667e-01, -2.13107280e-02, 2.89999992e-01, -1.09673262e+00
8.24690640e-01, -2.34542489e-02, 2.80000001e-01, -2.14512181e+00
8.24690640e-01, -2.34542489e-02, 2.89999992e-01, -1.07255685e+00
8.06296766e-01, -2.55503375e-02, 2.80000001e-01, -2.09603596e+00
8.06296766e-01, -2.55503375e-02, 2.89999992e-01, -1.04801440e+00
7.87910104e-01, -2.75983214e-02, 2.80000001e-01, -2.04622650e+00
7.87910104e-01, -2.75983214e-02, 2.89999992e-01, -1.02310956e+00
7.69530654e-01, -2.95973457e-02, 2.80000001e-01, -1.99565542e+00
7.69530654e-01, -2.95973457e-02, 2.89999992e-01, -9.97824311e-01
7.51158535e-01, -3.15466672e-02, 2.80000001e-01, -1.94439816e+00
7.51158535e-01, -3.15466672e-02, 2.89999992e-01, -9.72195864e-01
7.32793689e-01, -3.34455632e-02, 2.80000001e-01, -1.89236879e+00
7.32793689e-01, -3.34455632e-02, 2.89999992e-01, -9.46181238e-01
7.14436233e-01, -3.52931507e-02, 2.80000001e-01, -1.83962953e+00
7.14436233e-01, -3.52931507e-02, 2.89999992e-01, -9.19811845e-01
6.96086168e-01, -3.70888039e-02, 2.80000001e-01, -1.78616810e+00
6.96086168e-01, -3.70888039e-02, 2.89999992e-01, -8.93081248e-01
6.77743554e-01, -3.88316363e-02, 2.80000001e-01, -1.73196375e+00
6.77743554e-01, -3.88316363e-02, 2.89999992e-01, -8.65979254e-01
6.59408450e-01, -4.05209847e-02, 2.80000001e-01, -1.67707050e+00
6.59408450e-01, -4.05209847e-02, 2.89999992e-01, -8.38532746e-01
6.41081035e-01, -4.21560593e-02, 2.80000001e-01, -1.62143230e+00
6.41081035e-01, -4.21560593e-02, 2.89999992e-01, -8.10713589e-01
6.22761309e-01, -4.37361114e-02, 2.80000001e-01, -1.56505263e+00
6.22761309e-01, -4.37361114e-02, 2.89999992e-01, -7.82523870e-01
